"","RN","PN","Rdate"
"6344","CY227878","ARO41638","2017/03/16"
"965","MN299820","QED12958","2017/02/01"
"13491","MF673277","ASW34274","2017/03/01"
"5666","MG066688","ATO93971","2017/04/01"
"10977","CY252655","ATV85924","2015/03/21"
"12192","CY252567","ATV85792","2015/05/03"
"12185","CY252479","ATV85660","2015/04/06"
"12573","CY252263","ATV85336","2015/01/25"
"12203","CY252231","ATV85288","2015/02/12"
"1443","CY251775","ATV84604","2014/04/07"
"12191","CY252535","ATV85744","2015/04/20"
"12585","CY251863","ATV84736","2014/05/28"
"14062","CY252055","ATV85024","2014/08/25"
"12582","CY251783","ATV84616","2014/02/09"
"10990","CY251767","ATV84592","2014/03/17"
"10984","CY252727","ATV86032","2015/05/21"
"12547","CY252023","ATV84976","2014/07/16"
"8428","KM064050","AIE09620","2014/02/10"
"8411","KM064153","AIE09757","2014/01/25"
"13904","KM852916","AIE09710","2014/04/10"
"13903","KM064117","AIE09710","2014/04/10"
"13897","KM064105","AIE09695","2014/04/13"
"6839","KM064136","AIE09735","2014/02/18"
"2912","KM064290","AIE09936","2014/01/14"
"2931","KM064095","AIE09681","2013/12/01"
"2917","KM064351","AIE10016","2014/03/15"
"15013","KT838116","ALH28677","2014/10/23"
"13030","KR057651","AKC43799","2014/08/20"
"4133","CY193275","ALA08488","2014/10/14"
"8059","KM064341","AIE10005","2014/03/05"
"8102","KT837367","ALH27566","2014/10/17"
"7812","CY193687","ALE31821","2014/12/15"
"10895","KT837303","ALH27466","2014/09/19"
"14931","KR057586","AKC43702","2014/08/25"
"732","KP877351","AJY79381","2014/10/16"
"8441","KM063996","AIE09549","2014/04/08"
"2933","KM064092","AIE09677","2013/12/10"
"8033","KM064146","AIE09748","2014/02/03"
"8036","KM064217","AIE09840","2014/01/13"
"11393","KM064112","AIE09704","2014/04/13"
"13420","KP335975","AJE62947","2014/10/14"
"13423","KP335979","AJE62951","2014/11/18"
"13421","KP335976","AJE62948","2014/11/01"
"735","KP877354","AJY79384","2014/11/13"
"13413","KP335969","AJE62941","2014/09/03"
"734","KP877353","AJY79383","2014/11/10"
"736","KP877356","AJY79386","2014/12/01"
"738","KP877358","AJY79388","2014/12/11"
"13608","MH410503","AWN85679","2014/11/08"
"5857","KT374340","AKQ43534","2015/01/14"
"13434","KU558947","AMD42417","2015/03/13"
"13417","KP335973","AJE62945","2014/10/06"
"13424","KP335980","AJE62952","2014/12/01"
"6832","KY328780","APO40395","2015/04/19"
"11389","KM064352","AIE10017","2014/03/13"
"8061","KM064048","AIE09617","2014/03/23"
"13032","CY189822","AKA54650","2014/08/29"
"8071","KM064116","AIE09709","2014/04/26"
"7283","KY089124","APB89239","2014/10/20"
"245","KR057536","AKC43630","2014/06/19"
"8332","KM852931","AIU46452","2014/04/11"
"7221","KM064011","AIE09568","2014/04/06"
"7201","KM064273","AIE09914","2014/02/04"
"8136","KM064004","AIE09559","2014/04/01"
"1958","KM064441","AIE09894","2013/12/12"
"1957","KM064257","AIE09894","2013/12/12"
"8068","KM064475","AIE10188","2014/03/28"
"13591","KP335960","AJE62932","2014/07/09"
"13433","KU558946","AMD42416","2015/03/06"
"3060","KU289627","ALT66914","2015/02/20"
"3065","KU289632","ALT66919","2015/02/06"
"4210","KY509836","AQN74165","2016/02/22"
"13594","KU558944","AMD42414","2015/02/21"
"13406","KP335961","AJE62933","2014/07/09"
"13425","KP335981","AJE62953","2014/12/03"
"729","KP877348","AJY79378","2014/07/03"
"13404","KP335959","AJE62931","2014/06/16"
"13589","KP335953","AJE62925","2014/02/25"
"728","KP877347","AJY79377","2014/03/02"
"13590","KP335955","AJE62927","2014/03/07"
"6855","KM064521","AIE10250","2014/03/10"
"740","KP877360","AJY79390","2014/12/29"
"7734","LC033321","BAQ58715","2014/01/23"
"13586","KP335942","AJE62914","2013/12/11"
"7071","KM064101","AIE09688","2013/12/23"
"8323","KM852903","AIU46412","2014/04/05"
"8325","CY264657","AIU46412","2014/04/05"
"8324","KM852908","AIU46412","2014/04/05"
"6727","CY264705","AUM85032","2014/05/16"
"6728","MH443545","AUM85032","2014/05/16"
"10880","KM064263","AIE09900","2014/04/15"
"10881","CY264673","AIE09900","2014/04/15"
"12950","CY264697","AUM85020","2014/04/28"
"2713","CY264689","AUM85008","2014/04/13"
"5488","KM064269","AIE09909","2014/02/06"
"5489","CY264649","AIE09909","2014/02/06"
"6922","CY264665","AUM84972","2014/02/20"
"6923","MH443556","AUM84972","2014/02/20"
"6373","KM064078","AIE09659","2013/12/29"
"6374","KU592839","AIE09659","2013/12/29"
"7645","KM064088","AIE09670","2013/12/27"
"2702","KM064501","AIE10221","2014/03/06"
"12892","KM064043","AIE09610","2014/03/02"
"13744","CY264681","AIE10229","2014/03/23"
"13743","KM064507","AIE10229","2014/03/23"
"13765","KM852892","AIU46400","2014/05/27"
"8358","KM064415","AIE10097","2013/12/19"
"13565","KP335956","AJE62928","2014/04/01"
"13415","KP335971","AJE62943","2014/09/10"
"8318","KF790023","AGZ61017","2013/03/22"
"3575","CY147291","AGQ16330","2013/01/24"
"2679","KF790066","AGZ61071","2013/01/01"
"3278","KF790333","AGZ61432","2012/12/17"
"7985","KF789759","AGZ60660","2012/12/10"
"3567","CY141193","AGL09748","2013/01/04"
"2100","KF886297","AHB73518","2013/02/13"
"1670","KF790455","AGZ61593","2013/01/07"
"2611","CY171215","AHL99928","2012/12/17"
"2617","CY171287","AHL99928","2012/12/19"
"11522","CY170895","AHL98997","2013/02/04"
"1199","CY148676","AGW00889","2013/01/20"
"11493","CY170535","AHL98997","2013/01/21"
"1417","CY170055","AHL95008","2013/02/21"
"11526","CY170943","AHL98997","2012/12/28"
"11491","CY170519","AHL98997","2013/01/13"
"11484","CY170455","AHL98997","2013/01/23"
"11515","CY170815","AHL98997","2012/12/23"
"7410","KM244542","AIK26602","2013/01/23"
"3022","KM654815","AIT92513","2012/12/31"
"2908","KF789619","AGZ60469","2013/02/01"
"11518","CY170863","AHL98997","2013/01/24"
"11496","CY170575","AHL98997","2013/01/09"
"11490","CY170511","AHL98997","2013/01/23"
"4982","CY186211","AHZ40273","2013/01/14"
"2602","CY171103","AHL99928","2012/12/02"
"2746","KF789716","AGZ60600","2012/12/04"
"2778","CY134642","AGF44900","2012/12/04"
"2621","CY171359","AHL99928","2012/12/26"
"1486","CY251471","ATV84148","2013/02/27"
"9718","CY189623","AJI80256","2013/07/09"
"9768","CY188577","AIL94811","2013/07/04"
"9804","CY188233","AIL94318","2013/09/20"
"10971","CY251551","ATV84268","2013/08/29"
"7344","KF790357","AGZ61464","2013/01/08"
"7394","KM244539","AIK26599","2013/01/09"
"4979","CY186179","AHZ40273","2013/01/22"
"2623","CY171375","AHL99928","2012/12/26"
"1431","CY170367","AHL95008","2013/01/22"
"2615","CY171271","AHL99928","2012/12/18"
"2629","CY171455","AHL99928","2012/12/28"
"11521","CY170887","AHL98997","2013/01/06"
"11512","CY170783","AHL98997","2013/02/02"
"2646","CY171719","AHL99928","2013/01/19"
"1242","CY149308","AGW02169","2013/01/28"
"1210","CY148812","AGW01427","2012/12/31"
"4974","CY186091","AHZ40273","2013/02/01"
"1409","CY169895","AHL95008","2013/01/23"
"2636","CY171591","AHL99928","2013/01/01"
"13605","MH410500","AWN85676","2013/10/07"
"13585","KP335938","AJE62910","2013/10/18"
"1408","CY169871","AHL95008","2013/01/21"
"2631","CY171503","AHL99928","2012/12/29"
"4978","CY186171","AHZ40273","2013/01/30"
"2607","CY171143","AHL99928","2012/12/07"
"7408","KM244531","AIK26591","2013/01/22"
"7406","KM244541","AIK26601","2013/01/17"
"2634","CY171567","AHL99928","2013/01/01"
"14911","KM064025","AIE09588","2013/10/12"
"1240","CY149276","AGW02121","2013/01/08"
"4986","CY186243","AHZ40273","2013/02/05"
"5001","CY182849","AHZ40273","2012/12/18"
"4975","CY186115","AHZ40273","2013/01/23"
"4984","CY186227","AHZ40273","2013/01/15"
"2644","CY171703","AHL99928","2013/01/16"
"11492","CY170527","AHL98997","2013/01/08"
"2627","CY171431","AHL99928","2012/12/28"
"6825","MK818190","QCD38004","2013/01/24"
"5192","KF789812","AGZ60731","2012/12/18"
"10089","KF790230","AGZ61290","2012/10/19"
"4451","CY163425","AHE37988","2013/04/15"
"2614","CY171247","AHL99928","2012/12/18"
"5836","KF886343","AHB73564","2013/02/06"
"15106","KR611297","AKJ80313","2013/01/01"
"15095","KR611260","AKJ80276","2013/01/01"
"3319","CY141184","AGL09739","2013/01/04"
"1767","KF789906","AGZ60861","2013/01/29"
"10691","KF789977","AGZ60956","2013/01/11"
"6302","KF790478","AGZ61622","2013/01/20"
"15109","KR611307","AKJ80323","2013/02/01"
"8435","KM064463","AIE10170","2013/09/18"
"5912","KF789628","AGZ60479","2013/02/05"
"8296","KF790473","AGZ61615","2013/01/16"
"7008","KF790028","AGZ61023","2013/03/28"
"5278","KF928614","AHD25196","2012/12/14"
"15096","KR611274","AKJ80290","2013/02/01"
"6305","KF789633","AGZ60486","2013/02/19"
"11608","KF142476","AGO02698","2013/02/21"
"8217","CY141219","AGL09770","2013/01/03"
"12957","KT844399","ALH38102","2013/01/17"
"5155","KF789952","AGZ60927","2013/01/08"
"15019","KT734908","ALG00454","2013/02/03"
"15000","KF790160","AGZ61199","2012/11/01"
"4450","CY147308","AGQ16347","2013/04/15"
"7204","KF789740","AGZ60632","2013/03/06"
"9976","CY141251","AGL09802","2012/12/18"
"9975","CY141250","AGL09801","2013/01/08"
"10360","KF790368","AGZ61478","2012/11/08"
"15098","KR611276","AKJ80292","2013/02/01"
"15097","KR611275","AKJ80291","2013/02/01"
"15089","KR611246","AKJ80262","2012/12/01"
"15099","KR611277","AKJ80293","2013/02/01"
"15110","KR611310","AKJ80326","2013/02/01"
"7089","KT734898","ALG00444","2013/01/26"
"10809","KF790334","AGZ61433","2013/01/10"
"15034","KT734939","ALG00485","2013/02/03"
"2626","CY171423","AHL99928","2012/12/27"
"2599","CY171063","AHL99928","2012/11/27"
"4981","CY186203","AHZ40273","2013/01/20"
"2630","CY171487","AHL99928","2012/12/28"
"15092","KR611252","AKJ80268","2013/01/01"
"11530","CY170983","AHL98997","2013/01/07"
"15105","KR611293","AKJ80309","2013/01/01"
"2601","CY171095","AHL99928","2012/12/02"
"2624","CY171383","AHL99928","2012/12/27"
"14874","KF790413","AGZ61537","2013/01/24"
"15010","KF790439","AGZ61571","2012/11/06"
"10460","CY147293","AGQ16332","2013/02/01"
"11506","CY170703","AHL98997","2013/01/17"
"1211","CY148820","AGW01439","2012/12/18"
"8780","CY134647","AGF44905","2012/12/06"
"3015","KJ741972","AHZ95911","2012/12/29"
"7803","CY141214","AGL09765","2013/01/10"
"3037","KM654807","AIT92505","2013/01/31"
"3016","KJ741974","AHZ95913","2012/12/27"
"11258","KY925101","ARI69719","2013/08/28"
"11451","KR611841","AKJ80355","2013/02/13"
"11450","KR611845","AKJ80355","2013/02/13"
"11452","KR611847","AKJ80357","2013/02/19"
"15017","KT734954","ALG00502","2013/01/15"
"7127","CY147290","AGQ16329","2013/01/16"
"8823","CY141240","AGL09791","2012/12/11"
"8779","CY134643","AGF44901","2012/12/06"
"7123","KF789787","AGZ60696","2012/11/18"
"9791","CY188241","AIL94330","2013/07/20"
"9763","CY188681","AIL94965","2013/06/27"
"1313","CY168335","AHL95008","2013/01/18"
"1714","KF790517","AGZ61673","2013/01/29"
"11525","CY170919","AHL98997","2013/01/25"
"7405","KM244540","AIK26600","2013/01/14"
"1373","CY169383","AHL95008","2013/01/02"
"1303","CY168223","AHL95008","2013/01/21"
"1371","CY169351","AHL95008","2013/01/01"
"9623","MK730458","QBR86429","2012/12/12"
"1306","CY168247","AHL95008","2013/02/01"
"9606","MK730242","QBR86105","2012/10/29"
"3012","KJ741967","AHZ95906","2012/12/28"
"3003","KJ741954","AHZ95893","2012/12/30"
"13345","CY134836","AGG14318","2012/11/24"
"10801","KY925800","ARI69041","2013/06/19"
"9920","KM064026","AIE09589","2013/10/03"
"3014","KJ741971","AHZ95910","2012/12/27"
"13587","KP335944","AJE62916","2013/12/17"
"13554","KP335951","AJE62923","2014/02/05"
"1658","KM063982","AIE09530","2014/01/31"
"13541","KP335929","AJE62901","2013/08/29"
"13394","KP335922","AJE62894","2013/07/10"
"13389","KP335920","AJE62892","2013/06/20"
"13397","KP335917","AJE62889","2013/05/07"
"13018","CY163509","AHG96356","2013/11/22"
"2923","KM064172","AIE09784","2013/10/30"
"3867","KF790141","AGZ60831","2013/07/14"
"3866","KF789884","AGZ60831","2013/07/14"
"4579","KF805696","AHA98453","2013/02/27"
"4576","KF805664","AHA98498","2013/02/21"
"4580","KF805704","AHA98442","2013/03/01"
"5921","KF790115","AGZ61141","2013/06/20"
"10975","CY251599","ATV84340","2013/10/07"
"11973","KM069586","AIG44807","2013/06/03"
"11981","KM069595","AIG44816","2013/09/11"
"11972","KM069585","AIG44806","2013/06/03"
"7032","KT837104","ALH27168","2014/09/10"
"13544","KP335934","AJE62906","2013/10/02"
"11979","KM069591","AIG44812","2013/06/12"
"6036","KM063935","AIE09468","2014/03/31"
"5377","KM064376","AIE10045","2014/04/24"
"1608","KP864418","AJY54132","2014/02/05"
"9883","LC033137","BAQ58475","2014/03/03"
"9884","LC033145","BAQ58485","2014/03/10"
"1513","CY251679","ATV84460","2014/02/17"
"2402","CY251711","ATV84508","2014/01/27"
"9881","LC033121","BAQ58455","2014/02/05"
"5727","CY187675","AIC73779","2014/02/04"
"5728","CY187678","AIC73782","2014/02/05"
"13754","KM064525","AIE10255","2014/04/13"
"9885","LC033057","BAQ58373","2014/01/30"
"5478","KM064145","AIE09747","2014/01/24"
"4606","LC033001","BAQ58299","2014/01/22"
"10876","KM064010","AIE09567","2014/04/15"
"11983","KM069600","AIG44821","2013/10/01"
"13401","KP335939","AJE62911","2013/10/29"
"3959","KM507565","AIT16769","2014/02/14"
"13607","MH410502","AWN85678","2013/11/08"
"11976","KM069588","AIG44809","2013/06/04"
"13548","KP335943","AJE62915","2013/12/11"
"11985","KU529251","AMB72394","2013/11/25"
"13535","KP335912","AJE62884","2013/03/18"
"13537","KP335914","AJE62886","2013/04/22"
"13543","KP335932","AJE62904","2013/09/09"
"5623","KX571066","ANZ03489","2014/11/25"
"3757","KM064362","AIE10028","2013/12/04"
"6415","KM064079","AIE09660","2014/01/10"
"5170","KM064062","AIE09635","2013/12/28"
"13531","KP335907","AJE62879","2013/01/28"
"13529","KP335905","AJE62877","2013/01/09"
"13530","KP335906","AJE62878","2013/01/19"
"13555","KP335952","AJE62924","2014/02/12"
"13552","KP335945","AJE62917","2013/12/18"
"13553","KP335948","AJE62920","2014/01/07"
"1969","KM064085","AIE09666","2013/11/04"
"4291","KM208527","AIJ10750","2012/08/16"
"10599","KF886350","AHB73571","2013/01/24"
"6209","CY147311","AGQ16350","2013/04/17"
"13584","KP335936","AJE62908","2013/10/10"
"5946","KF790500","AGZ61650","2012/11/05"
"13532","KP335908","AJE62880","2013/02/02"
"13606","MH410501","AWN85677","2013/10/14"
"9882","LC033113","BAQ58445","2014/02/17"
"13631","KP638030","AJJ99065","2013/02/08"
"13534","KP335911","AJE62883","2013/03/06"
"7216","KF790155","AGZ61191","2013/07/12"
"13547","KP335941","AJE62913","2013/11/20"
"13614","MH410510","AWN85686","2013/10/08"
"13528","KP335904","AJE62876","2012/12/22"
"13588","KP335950","AJE62922","2014/02/04"
"13615","MH410511","AWN85687","2013/11/05"
"13549","KP335947","AJE62919","2014/01/07"
"109","KF790391","AGZ61508","2013/04/24"
"6208","CY147294","AGQ16333","2013/02/20"
"4128","CY147307","AGQ16346","2013/04/11"
"13533","KP335909","AJE62881","2013/02/08"
"4953","CY183129","AHZ40273","2013/01/08"
"12309","KF886337","AHB73558","2013/02/06"
"97","KM064051","AIE09621","2014/01/19"
"13539","KP335926","AJE62898","2013/08/02"
"1468","CY251567","ATV84292","2013/08/18"
"13551","KP335930","AJE62902","2013/09/04"
"14092","CY251535","ATV84244","2013/07/19"
"14067","CY251495","ATV84184","2013/06/17"
"14070","CY251503","ATV84196","2013/06/16"
"12564","CY251519","ATV84220","2013/06/19"
"10986","CY251527","ATV84232","2013/07/20"
"1480","CY251615","ATV84364","2013/10/14"
"1843","KF789739","AGZ60631","2013/05/08"
"3024","KM654795","AIT92493","2013/01/03"
"11968","KM069582","AIG44803","2013/03/07"
"11974","KM069587","AIG44808","2013/06/03"
"14418","KM064327","AIE09969","2013/11/12"
"14417","KM064314","AIE09969","2013/11/12"
"5508","KM064205","AIE09827","2013/11/06"
"4013","KM507569","AIT16773","2014/03/08"
"4007","KM507566","AIT16770","2014/03/02"
"4008","KM507567","AIT16771","2014/03/02"
"11619","KY681553","AQY63057","2013/10/13"
"3","KT889256","ALM06006","2013/09/26"
"5620","KU182654","ALT19039","2014/12/04"
"11730","MF993039","ATL14607","2015/10/14"
"12676","KY328785","APO40400","2014/01/01"
"13392","KP335921","AJE62893","2013/07/04"
"13399","KP335928","AJE62900","2013/08/29"
"13644","KP638086","AJJ98981","2013/02/11"
"4452","CY163428","AHE37991","2013/05/23"
"11969","KM069583","AIG44804","2013/05/20"
"4114","LC090978","BAT21772","2013/01/07"
"4113","LC090979","BAT21773","2013/01/31"
"5643","LC111601","BAU36361","2014/01/17"
"10395","LC111596","BAU36356","2014/01/15"
"10397","LC111591","BAU36351","2014/01/21"
"11440","KR611831","AKJ80339","2012/12/12"
"11439","KR611829","AKJ80339","2012/12/12"
"1209","CY148804","AGW01415","2013/01/04"
"9618","MK730394","QBR86333","2012/12/03"
"9955","KF789582","AGZ60423","2012/11/15"
"14129","CY251199","ATV83741","2012/08/01"
"9903","KF789728","AGZ60616","2013/03/07"
"7081","KF790190","AGZ61239","2012/10/02"
"8357","KF790323","AGZ61418","2012/12/08"
"11489","CY170503","AHL98997","2013/01/23"
"1688","KF790509","AGZ61663","2013/01/24"
"14492","CY141281","AGL09832","2013/01/07"
"1746","KF789546","AGZ60371","2013/01/22"
"12355","KF789794","AGZ60706","2012/10/29"
"12363","KF790051","AGZ61053","2012/10/30"
"10182","KF790373","AGZ61484","2013/01/14"
"12367","KF790009","AGZ60998","2012/10/29"
"10099","KF789923","AGZ60884","2012/12/06"
"12336","KF790452","AGZ61589","2013/02/01"
"8406","KF790135","AGZ61167","2013/01/02"
"12353","KF789688","AGZ60561","2012/10/12"
"12402","CY134656","AGF44914","2012/12/13"
"5032","KF789646","AGZ60505","2013/01/15"
"5522","KF790213","AGZ61269","2012/10/03"
"7920","KF790454","AGZ61592","2013/02/01"
"10247","CY134663","AGF44921","2012/12/04"
"14229","CY141270","AGL09821","2013/01/03"
"10213","KF789769","AGZ60673","2012/11/16"
"526","KF886321","AHB73542","2013/01/06"
"1412","CY169959","AHL95008","2013/02/01"
"11501","CY170639","AHL98997","2013/01/08"
"2609","CY171191","AHL99928","2012/12/13"
"1230","CY149092","AGW01845","2013/01/22"
"4999","CY182817","AHZ40273","2012/12/16"
"4992","CY182745","AHZ40273","2012/12/13"
"5029","KF790512","AGZ61667","2013/01/04"
"6712","MK817926","QCD37608","2013/02/06"
"1430","CY170359","AHL95008","2013/01/21"
"1197","CY148652","AGW00853","2012/12/18"
"1312","CY167796","AHL95008","2013/01/18"
"1386","CY169575","AHL95008","2013/01/05"
"1385","CY169551","AHL95008","2013/01/04"
"1177","CY148356","AGV99085","2012/12/22"
"1234","CY149212","AGW02025","2013/01/11"
"1348","CY168911","AHL95008","2012/12/26"
"1224","CY149012","AGW01725","2013/01/17"
"3569","CY141195","AGL09882","2013/01/07"
"1335","CY168647","AHL95008","2012/12/21"
"1429","CY170351","AHL95008","2013/01/20"
"1356","CY169103","AHL95008","2012/12/28"
"1375","CY169407","AHL95008","2013/01/02"
"10373","KF789722","AGZ60607","2012/12/09"
"3950","CY163424","AHE37987","2013/01/24"
"7493","KF790125","AGZ61154","2013/03/15"
"1400","CY169767","AHL95008","2013/01/13"
"1321","CY168455","AHL95008","2013/02/04"
"14775","KF789605","AGZ60450","2012/11/20"
"14776","KY116975","AGZ60450","2012/11/20"
"1202","CY148724","AGW01295","2013/01/18"
"1398","CY169751","AHL95008","2013/01/11"
"1416","CY170047","AHL95008","2013/02/20"
"11514","CY170807","AHL98997","2013/01/18"
"1378","CY169487","AHL95008","2013/01/03"
"1410","CY169935","AHL95008","2013/01/28"
"1327","CY168551","AHL95008","2012/12/20"
"1239","CY149268","AGW02109","2013/01/09"
"1343","CY168815","AHL95008","2012/12/25"
"1406","CY169823","AHL95008","2013/01/20"
"1329","CY168575","AHL95008","2012/12/20"
"1285","CY167935","AHL95008","2012/12/20"
"1227","CY149044","AGW01773","2013/01/11"
"1358","CY169151","AHL95008","2012/12/29"
"1185","CY148476","AGW00089","2012/12/24"
"3006","KJ741957","AHZ95896","2012/12/30"
"3005","KJ741956","AHZ95895","2012/12/30"
"1405","CY167820","AHL95008","2013/01/19"
"13363","CY135052","AGG14318","2012/12/03"
